Reward,Throughput,Latancy,PRBs,Penalty
0.0,32.486399999999996,1.49425,0.21700000000000003,0.0
0.0,32.486399999999996,1.4160499999999998,0.21700000000000003,0.0
-2.4,32.486399999999996,1.5594999999999999,0.21900000000000003,2.0
0.0,32.486399999999996,1.23895,0.20900000000000002,0.0
0.0,32.486399999999996,1.3640500000000002,0.20900000000000002,0.0
0.0,32.486399999999996,1.60175,0.20900000000000002,0.0
-1.2,32.486399999999996,1.3092000000000001,0.20800000000000002,1.0
0.0,32.486399999999996,1.2106,0.20900000000000002,0.0
-2.4,32.486399999999996,1.0048,0.21900000000000003,2.0
-1.27488,31.2832,1.5867,0.191,1.0
0.0,33.697599999999994,1.5931,0.194,0.0
0.0,32.486399999999996,0.9777499999999999,0.20800000000000002,0.0
-1.2,32.4984,1.76933,0.192,1.0
0.0,32.4944,1.3896000000000002,0.195,0.0
-0.07488,31.295199999999994,1.98267,0.20800000000000002,0.0
0.0,32.4944,3.14685,0.197,0.0
-0.07488,31.291199999999996,1.33032,0.199,0.0
0.0,32.4904,1.2395999999999998,0.2,0.0
0.0,32.486399999999996,1.0808,0.21900000000000003,0.0
0.0,32.486399999999996,1.2197500000000001,0.20800000000000002,0.0
0.0,33.6896,1.1072,0.235,0.0
0.0,32.486399999999996,1.235,0.21400000000000002,0.0
-0.07488,31.2872,2.14607,0.20900000000000002,0.0
0.0,32.4904,1.18425,0.20600000000000002,0.0
0.0,32.4944,2.16535,0.229,0.0
0.0,32.4944,1.7687,0.226,0.0
-1.2,32.4944,1.6731,0.20600000000000002,1.0
-0.07488,31.2872,1.7315,0.21100000000000002,0.0
0.0,32.4944,1.4687999999999999,0.20600000000000002,0.0
0.0,32.486399999999996,1.6094,0.198,0.0
-1.2,32.486399999999996,1.28205,0.20900000000000002,1.0
0.0,33.7016,2.72225,0.215,0.0
0.0,32.4944,1.6423999999999999,0.216,0.0
-0.07488,33.7016,1.21829,0.202,0.0
0.0,32.4984,1.7038300000000002,0.20500000000000002,0.0
0.0,32.4944,1.5481500000000001,0.20600000000000002,0.0
0.0,32.4904,2.49208,0.206,0.0
0.0,33.6896,1.346,0.21700000000000003,0.0
Reward,Throughput,Latancy,PRBs,Penalty
Reward,Throughput,Latancy,PRBs,Penalty
-4.47488,20.4544,1.2516699999999998,0.151,2.0
-4.4,21.6576,1.3,0.136,2.0
-3.2,21.6576,1.391,0.136,1.0
-5.67488,20.4544,1.39833,0.131,3.0
-4.4,21.6576,1.04,0.16599999999999998,2.0
-4.4,21.66,1.112,0.14,2.0
-5.6000004,21.6576,0.865,0.135,3.0
-3.2,21.6576,0.90933,0.126,1.0
-2.4,52.048,3.47822,0.365,2.0
-2.4,54.147999999999996,1.56262,0.362,2.0
-1.2,52.999199999999995,1.8694799999999998,0.34900000000000003,1.0
-2.4,55.3632,1.58684,0.331,2.0
-3.6000001,51.7376,1.84904,0.305,3.0
-1.2,50.5424,2.1425,0.31,1.0
-3.6000001,50.562400000000004,3.13809,0.277,3.0
-3.6000001,55.3472,1.86938,0.35400000000000004,3.0
-1.2,54.144,1.71893,0.307,1.0
-2.4,54.152,2.05781,0.3,2.0
-1.2,52.331999999999994,1.9971700000000001,0.339,1.0
-2.4,55.3472,1.97812,0.34700000000000003,2.0
-1.2,51.226400000000005,4.20584,0.279,1.0
-1.2,52.940799999999996,1.5350000000000001,0.324,1.0
-2.4,54.147999999999996,2.22997,0.375,2.0
0.0,54.144,1.673,0.34900000000000003,0.0
-2.4,52.940799999999996,1.82702,0.34500000000000003,2.0
-2.4,55.3472,1.6696900000000001,0.34700000000000003,2.0
-3.6000001,55.3472,3.07023,0.332,3.0
-1.2,50.550399999999996,2.28724,0.322,1.0
-2.4,54.156,1.76645,0.312,2.0
0.0,55.351200000000006,1.85033,0.366,0.0
-0.07488,54.163999999999994,3.1367299999999996,0.318,0.0
-2.4,52.940799999999996,1.98621,0.314,2.0
-0.07488,51.73759999999999,2.94656,0.331,0.0
-5.6000004,52.940799999999996,2.05115,0.346,3.0
-4.4,51.7376,2.02238,0.33,2.0
-5.6000004,54.144,2.6732299999999998,0.314,3.0
-4.4,52.8832,3.04828,0.331,2.0
-2.0,52.9688,3.03487,0.311,0.0
-4.4,52.9448,3.2244899999999994,0.361,2.0
-2.0,54.144,1.58787,0.331,0.0
-5.6000004,52.948800000000006,2.03627,0.324,3.0
-2.0,50.5384,2.07836,0.312,0.0
-3.2,56.5544,1.8946699999999999,0.36500000000000005,1.0
-4.4,57.7696,1.9913299999999998,0.36000000000000004,2.0
-2.0,55.3632,2.14217,0.343,0.0
-2.0,55.355199999999996,1.9948499999999998,0.339,0.0
-2.0,55.3672,2.06573,0.34900000000000003,0.0
-2.0,56.55279999999999,1.74199,0.34900000000000003,0.0
-4.4,49.3352,2.72402,0.306,2.0
-6.8,55.3592,1.7715500000000002,0.356,4.0
-4.4,54.147999999999996,1.9196999999999997,0.364,2.0
-5.6000004,50.540800000000004,1.9228299999999998,0.298,3.0
-3.2,56.5584,1.83281,0.35300000000000004,1.0
-2.0,51.7496,2.37525,0.317,0.0
-6.87488,51.73759999999999,1.42684,0.35200000000000004,4.0
-4.47488,55.4648,2.02145,0.341,2.0
-4.4,55.3712,1.94056,0.339,2.0
-5.67488,50.5344,1.83887,0.333,3.0
-3.2,54.144,2.13694,0.334,1.0
-1.2,54.156,2.08666,0.343,1.0
-1.27488,51.7416,1.70378,0.34,1.0
-2.4,51.741600000000005,1.92279,0.36000000000000004,2.0
-1.27488,52.944799999999994,1.867,0.334,1.0
0.0,54.147999999999996,2.39359,0.36400000000000005,0.0
-1.27488,52.940799999999996,1.75825,0.355,1.0
-1.2,52.940799999999996,1.84481,0.35200000000000004,1.0
-3.6000001,52.9448,1.95251,0.33,3.0
-2.4,52.940799999999996,1.6810699999999998,0.34,2.0
-2.4748802,52.940799999999996,1.7406700000000002,0.39699999999999996,2.0
-2.4,54.147999999999996,2.22239,0.383,2.0
-1.2,54.144,1.61542,0.37000000000000005,1.0
-1.2,54.172,2.66018,0.331,1.0
-1.2,55.3512,1.9129200000000002,0.36800000000000005,1.0
-2.4748802,54.152,2.0828800000000003,0.387,2.0
-1.2,52.940799999999996,1.9088700000000003,0.331,1.0
-1.2,52.940799999999996,1.9095,0.329,1.0
-1.2,54.144,1.9244400000000002,0.342,1.0
-1.2,52.9432,2.1415,0.329,1.0
-2.4,55.3512,1.64105,0.39399999999999996,2.0
-1.2,52.940799999999996,1.46861,0.35400000000000004,1.0
-2.4748802,49.3312,2.01275,0.3,2.0
-2.4,52.940799999999996,1.78307,0.378,2.0
-0.07488,50.5384,2.1578299999999997,0.336,0.0
-1.2,51.7376,1.94894,0.331,1.0
-1.27488,52.9408,2.09316,0.327,1.0
0.0,55.3512,1.7481399999999998,0.387,0.0
0.0,55.3472,1.8090000000000002,0.35600000000000004,0.0
-0.07488,50.5344,2.18685,0.33,0.0
-0.07488,46.9288,3.2730200000000003,0.303,0.0
-1.27488,50.542399999999994,2.1030699999999998,0.326,1.0
-1.2,55.35119999999999,1.76429,0.376,1.0
0.0,55.3512,1.64141,0.388,0.0
-0.07488,54.156,2.0051200000000002,0.333,0.0
0.0,54.156,1.8094000000000001,0.35400000000000004,0.0
0.0,52.952799999999996,2.0950699999999998,0.342,0.0
0.0,54.144,1.6011,0.36100000000000004,0.0
0.0,52.940799999999996,1.55325,0.36500000000000005,0.0
0.0,52.9528,1.8163500000000001,0.36400000000000005,0.0
-0.07488,52.9408,1.59558,0.39099999999999996,0.0
0.0,52.9472,2.85779,0.35300000000000004,0.0
0.0,51.7376,1.81527,0.335,0.0
0.0,52.948800000000006,2.18864,0.365,0.0
-1.2,54.144,1.57825,0.37200000000000005,1.0
-0.07488,54.148,1.65361,0.378,0.0
-0.07488,52.9488,1.98556,0.35400000000000004,0.0
-1.2,52.948800000000006,2.48825,0.327,1.0
0.0,52.952799999999996,1.67896,0.343,0.0
0.0,56.5544,1.84252,0.40900000000000003,0.0
-1.2,49.3432,2.73591,0.316,1.0
0.0,52.9448,1.17286,0.327,0.0
0.0,54.144,2.3051700000000004,0.35800000000000004,0.0
0.0,51.7536,2.2255900000000004,0.339,0.0
-1.27488,48.132,2.9496499999999997,0.35500000000000004,1.0
0.0,54.144,0.8356199999999999,0.34900000000000003,0.0
0.0,54.144,1.26383,0.381,0.0
0.0,54.144,2.1312,0.362,0.0
0.0,47.251200000000004,2.75094,0.29,0.0
0.0,50.5384,1.183,0.35000000000000003,0.0
0.0,55.3512,1.69303,0.363,0.0
-0.07488,51.7576,3.5676900000000002,0.367,0.0
0.0,61.595200000000006,1.9886000000000001,0.419,0.0
0.0,50.534400000000005,1.32916,0.318,0.0
0.0,54.152,1.13173,0.36500000000000005,0.0
-0.07488,49.331199999999995,2.50877,0.334,0.0
0.0,52.9448,1.77976,0.35400000000000004,0.0
0.0,51.7576,1.67426,0.34800000000000003,0.0
-0.07488,50.554399999999994,2.14483,0.313,0.0
0.0,54.147999999999996,0.8262799999999999,0.377,0.0
0.0,54.144,1.2417500000000001,0.385,0.0
0.0,51.745599999999996,1.99686,0.334,0.0
0.0,54.147999999999996,1.63713,0.37300000000000005,0.0
0.0,54.144,1.11798,0.37100000000000005,0.0
-1.2,56.5544,0.88965,0.384,1.0
0.0,51.741600000000005,1.45158,0.359,0.0
0.0,52.940799999999996,1.2453599999999998,0.36400000000000005,0.0
0.0,50.534400000000005,1.33483,0.34,0.0
0.0,54.144,1.63211,0.36300000000000004,0.0
-0.07488,50.5424,2.25256,0.334,0.0
-0.07488,50.5344,1.7530000000000001,0.363,0.0
-0.07488,51.73759999999999,1.7640099999999999,0.36700000000000005,0.0
0.0,50.534400000000005,1.38326,0.328,0.0
-0.07488,50.5344,1.22449,0.332,0.0
0.0,51.7376,0.8505600000000002,0.329,0.0
0.0,58.9568,1.59329,0.38500000000000006,0.0
-0.07488,52.9528,1.2758999999999998,0.34,0.0
0.0,54.7328,1.75861,0.35600000000000004,0.0
0.0,54.144,1.49221,0.36900000000000005,0.0
0.0,48.128,1.28328,0.311,0.0
0.0,54.16799999999999,1.28777,0.35300000000000004,0.0
0.0,55.3472,1.75119,0.39899999999999997,0.0
0.0,56.3392,1.8872699999999996,0.35300000000000004,0.0
0.0,56.6608,1.5444000000000002,0.433,0.0
-1.2,51.480000000000004,1.14091,0.319,1.0
0.0,54.4136,1.19344,0.39100000000000007,0.0
0.0,50.8856,2.70556,0.36700000000000005,0.0
0.0,51.739999999999995,1.37703,0.325,0.0
0.0,47.8608,2.5249300000000003,0.335,0.0
0.0,55.0136,2.37386,0.34299999999999997,0.0
-1.27488,50.7624,2.4853300000000003,0.316,1.0
0.0,53.5336,1.9210300000000002,0.375,0.0
0.0,54.144,1.21923,0.397,0.0
0.0,51.4544,1.87926,0.363,0.0
0.0,57.7536,1.15513,0.37700000000000006,0.0
0.0,53.571200000000005,0.7751600000000001,0.343,0.0
-0.07488,51.73759999999999,0.581,0.34,0.0
0.0,55.3472,0.8978,0.34900000000000003,0.0
0.0,51.741600000000005,1.06357,0.338,0.0
0.0,54.1584,1.1485,0.332,0.0
0.0,52.381600000000006,2.12858,0.3,0.0
0.0,54.760000000000005,0.5908,0.35800000000000004,0.0
0.0,54.156,1.64675,0.37900000000000006,0.0
0.0,57.8672,1.45814,0.35700000000000004,0.0
0.0,54.144,0.7232800000000001,0.36700000000000005,0.0
0.0,54.152,0.8156,0.341,0.0
0.0,52.9448,0.9905,0.35500000000000004,0.0
-0.07488,54.151999999999994,1.51956,0.34,0.0
0.0,54.152,1.4008299999999998,0.33999999999999997,0.0
0.0,58.2008,2.16608,0.37,0.0
0.0,52.9728,1.9580099999999998,0.30300000000000005,0.0
0.0,56.180800000000005,1.08348,0.334,0.0
0.0,54.144,0.81453,0.328,0.0
0.0,52.940799999999996,0.8358300000000001,0.314,0.0
0.0,54.144,1.082,0.341,0.0
-0.07488,54.144,0.6520699999999999,0.331,0.0
0.0,54.1752,1.10972,0.36200000000000004,0.0
0.0,55.176,1.0044,0.34600000000000003,0.0
0.0,55.355199999999996,1.048,0.354,0.0
-2.0,54.8368,0.7326,0.372,0.0
-2.0,52.9448,0.5842799999999999,0.35200000000000004,0.0
-2.0,53.1552,1.5538699999999999,0.372,0.0
-2.0,57.7576,1.1301299999999999,0.365,0.0
-2.0,55.3512,0.9170200000000001,0.328,0.0
-2.07488,54.144,0.7029000000000001,0.334,0.0
-2.0,54.144,1.1646,0.35200000000000004,0.0
-2.0,52.940799999999996,1.07941,0.36,0.0
-2.07488,52.940799999999996,0.9737299999999999,0.318,0.0
-2.0,52.4088,1.2345000000000002,0.325,0.0
-2.0,51.0944,0.8281700000000001,0.327,0.0
-2.0,56.004000000000005,1.34354,0.332,0.0
-2.0,56.550399999999996,0.94516,0.364,0.0
-2.0,54.156,1.36902,0.339,0.0
-2.0,51.7376,1.07228,0.321,0.0
-2.0,51.7376,0.4475,0.319,0.0
-2.0,54.151999999999994,1.10496,0.342,0.0
-2.0,51.596000000000004,1.3305,0.316,0.0
-2.0,54.144,1.13567,0.35500000000000004,0.0
-2.0744,52.947199999999995,1.03915,0.317,0.0
-2.0,53.424,1.0008,0.324,0.0
-2.0,55.0496,1.3441699999999999,0.34600000000000003,0.0
-2.0,50.534400000000005,0.9631700000000001,0.303,0.0
-2.0,52.9568,1.1935,0.326,0.0
-2.0,53.068799999999996,1.63687,0.35900000000000004,0.0
-2.0,56.5624,1.02908,0.35600000000000004,0.0
-2.0,52.22880000000001,0.80366,0.295,0.0
-2.0,54.891999999999996,1.3205999999999998,0.35000000000000003,0.0
-2.0,54.16,1.28833,0.34600000000000003,0.0
-2.0,49.8064,0.6455,0.327,0.0
-2.0,54.5624,0.5800000000000001,0.334,0.0
-2.0,55.3472,0.687,0.34900000000000003,0.0
-2.0,56.0504,0.69969,0.326,0.0
-2.0,49.7608,0.73275,0.315,0.0
-2.0,54.168,1.0136,0.319,0.0
-2.0,54.144,0.862,0.343,0.0
-2.0,54.144,1.04975,0.35200000000000004,0.0
-2.0,46.2656,0.8395,0.285,0.0
-3.27488,33.6896,0.9405,0.197,1.0
-2.07488,31.2832,0.8245,0.195,0.0
-2.0,32.4904,0.7693400000000001,0.212,0.0
-2.0,32.486399999999996,1.0155,0.22000000000000003,0.0
-2.07488,31.2832,1.0945,0.195,0.0
-2.0,32.486399999999996,1.06433,0.22199999999999998,0.0
-2.0,34.2376,0.8684999999999999,0.22,0.0
-2.14976,30.08,0.39899999999999997,0.189,0.0
-2.0,32.486399999999996,1.123,0.211,0.0
-2.0744,31.2856,0.553,0.21,0.0
-2.0,31.946399999999997,0.8245,0.21200000000000002,0.0
-2.0,31.946399999999997,1.15267,0.21200000000000002,0.0
-2.0,34.8928,0.9910000000000001,0.235,0.0
-6.87328,31.291199999999996,1.7449999999999999,0.20900000000000002,4.0
-2.0,32.486399999999996,0.832,0.211,0.0
-2.0,32.486399999999996,1.1205,0.221,0.0
-2.07488,31.2872,0.635,0.188,0.0
-2.0,32.4944,0.99617,0.20600000000000002,0.0
-2.07488,31.2832,0.9964999999999999,0.215,0.0
-4.4,32.486399999999996,1.5510000000000002,0.22,2.0
-2.0,32.486399999999996,0.5700000000000001,0.22599999999999998,0.0
-2.0,32.486399999999996,0.96333,0.22399999999999998,0.0
-2.0,32.486399999999996,0.8145,0.235,0.0
-3.2,32.486399999999996,1.018,0.21,1.0
-2.0,32.486399999999996,1.1179999999999999,0.226,0.0
-2.0,32.486399999999996,0.9415,0.22299999999999998,0.0
-2.0,32.486399999999996,0.9075,0.211,0.0
-2.0,32.486399999999996,0.5800000000000001,0.212,0.0
-2.07488,31.2832,0.7525,0.207,0.0
-2.14976,30.08,0.5695000000000001,0.191,0.0
-2.0,32.486399999999996,0.6005,0.22599999999999998,0.0
-2.0,32.486399999999996,0.636,0.214,0.0
-2.0,32.6984,1.151,0.22699999999999998,0.0
-4.54976,30.217599999999997,1.83267,0.218,2.0
-2.0,32.5064,1.50983,0.21500000000000002,0.0
-2.0,32.502399999999994,2.09683,0.21100000000000002,0.0
-2.07488,31.2832,1.40167,0.219,0.0
-2.0,32.486399999999996,1.576,0.215,0.0
-2.0,32.4904,1.328,0.202,0.0
-2.0,32.486399999999996,1.018,0.202,0.0
-2.07488,30.706400000000002,1.37,0.2,0.0
-2.0,32.486399999999996,1.98933,0.22599999999999998,0.0
-2.0,32.486399999999996,2.17033,0.237,0.0
-5.7352,30.1528,1.3055800000000002,0.201,3.0
-2.0,32.486399999999996,1.66,0.202,0.0
-2.0,32.486399999999996,1.62842,0.22599999999999998,0.0
-2.0,32.4904,1.72583,0.215,0.0
-2.0,32.486399999999996,1.43117,0.202,0.0
-2.0,32.486399999999996,1.4543300000000001,0.22599999999999998,0.0
-2.0,31.868000000000002,2.17483,0.20800000000000002,0.0
-2.0,32.4904,1.8054999999999999,0.193,0.0
-2.21008,28.9496,1.35583,0.20600000000000002,0.0
-2.0,32.486399999999996,1.83667,0.214,0.0
-2.0,32.4904,1.38267,0.214,0.0
-2.0,32.486399999999996,1.89067,0.192,0.0
-2.0,32.490399999999994,1.7313299999999998,0.214,0.0
-2.07488,31.240000000000002,2.2911599999999996,0.241,0.0
-2.07488,31.2832,1.54166,0.20700000000000002,0.0
-2.0,32.486399999999996,1.9086600000000002,0.21699999999999997,0.0
-2.0,33.7248,1.41967,0.221,0.0
-2.0,31.9144,2.27041,0.203,0.0
-2.0,32.4944,1.8918300000000001,0.201,0.0
-2.07488,31.2952,1.49525,0.197,0.0
-2.07488,31.2832,1.62033,0.216,0.0
-2.0,32.4904,2.12532,0.21899999999999997,0.0
-2.07488,31.2872,1.39009,0.20500000000000002,0.0
-2.0,32.486399999999996,1.76199,0.22299999999999998,0.0
-2.14976,30.083999999999996,1.3318299999999998,0.20400000000000001,0.0
-2.0,32.486399999999996,1.70334,0.211,0.0
-2.07488,31.2832,1.77866,0.216,0.0
-2.0,32.4904,1.35167,0.20700000000000002,0.0
-2.14816,30.092,1.669,0.195,0.0
-2.0,32.4944,2.7190199999999995,0.22400000000000003,0.0
-2.0,32.486399999999996,1.602,0.22299999999999998,0.0
-3.2,32.4888,2.03633,0.215,1.0
-2.0,32.4944,3.5291699999999997,0.226,0.0
0.0,84.5232,4.58884,0.45799999999999996,0.0
0.0,109.512,3.40323,0.58,0.0
-0.07488,85.4312,2.31988,0.47500000000000003,0.0
0.0,85.43520000000001,2.8905399999999997,0.45399999999999996,0.0
-0.14976,86.7936,6.12576,0.46900000000000003,0.0
-0.07488,95.6944,4.0831599999999995,0.554,0.0
0.0,87.8376,2.76425,0.504,0.0
-2.54976,82.888,171.03843,0.47,2.0
2.3981957,105.344,410.04158,0.569,0.0
0.0,86.64240000000001,3.37252,0.497,0.0
0.0,74.292,101.56246,0.41600000000000004,0.0
0.0,51.703199999999995,160.23912,0.307,0.0
0.0,86.66239999999999,3.58648,0.479,0.0
-0.07488,85.2496,3.0307500000000003,0.53,0.0
0.0,94.82159999999999,2.1868,0.511,0.0
-1.75936,33.6896,1.8815,0.231,0.0
-2.0,32.486399999999996,1.97316,0.20099999999999998,0.0
-5.6000004,32.4904,1.7080000000000002,0.21300000000000002,3.0
Reward,Throughput,Latancy,PRBs,Penalty
-11.599999,0.0,0.0,0.005,3.0
-9.2,0.0,0.0,0.0,1.0
-12.8,0.0,0.0,0.0,4.0
-11.599999,0.0,0.0,0.0,3.0
-11.599999,0.0,0.0,0.005,3.0
-10.4,0.0,0.0,0.0,2.0
-10.4,0.0,0.0,0.0,2.0
-11.599999,0.0,0.0,0.0,3.0
-11.6,0.0,0.0,0.0,3.0
-11.6,0.0,0.0,0.0,3.0
-11.599999,0.0,0.0,0.0,3.0
-12.8,0.0,0.0,0.0,4.0
-11.599999,0.0,0.0,0.0,3.0
-12.8,0.0,0.0,0.0,4.0
-11.599999,0.0,0.0,0.0,3.0
-10.4,0.0,0.0,0.0,2.0
-11.599999,0.0,0.0,0.0,3.0
-9.2,0.0,0.0,0.0,1.0
-11.599999,0.0,0.0,0.0,3.0
-12.8,0.0,0.0,0.0,4.0
-11.599999,0.0,0.0,0.0,3.0
-12.8,0.0,0.0,0.0,4.0
-11.599999,0.0,0.0,0.0,3.0
-10.4,0.0,0.0,0.0,2.0
-11.599999,0.0,0.0,0.0,3.0
-11.6,0.0,0.0,0.0,3.0
-12.8,0.0,0.0,0.0,4.0
-11.599999,0.0,0.0,0.0,3.0
-12.8,0.0,0.0,0.0,4.0
-11.599999,0.0,0.0,0.0,3.0
-10.4,0.0,0.0,0.0,2.0
-11.599999,0.0,0.0,0.0,3.0
-11.6,0.0,0.0,0.0,3.0
-10.4,0.0,0.0,0.0,2.0
-10.4,0.0,0.0,0.0,2.0
-9.2,0.0,0.0,0.0,1.0
-10.4,0.0,0.0,0.0,2.0
-9.2,0.0,0.0,0.005,1.0
-8.0,0.0,0.0,0.0,0.0
-10.4,0.0,0.0,0.0,2.0
-11.599999,0.0,0.0,0.0,3.0
-8.0,0.0,0.0,0.0,0.0
-10.4,0.0,0.0,0.005,2.0
-9.2,0.0,0.0,0.0,1.0
-8.0,0.0,0.0,0.0,0.0
-9.2,0.0,0.0,0.0,1.0
-10.4,0.0,0.0,0.0,2.0
-9.2,0.0,0.0,0.0,1.0
-8.0,0.0,0.0,0.0,0.0
-9.2,0.0,0.0,0.0,1.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-9.2,0.0,0.0,0.0,1.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.005,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.005,0.0
-8.0,0.0,0.0,0.0,0.0
-8.0,0.0,0.0,0.0,0.0
-7.99952,0.0024,0.0,0.005,0.0
